"atlas_block","det_Atlas1","det_Atlas2","transition_state","common_name","alpha_code","water_open_base","developed_open_base","developed_low_base","developed_med_base","barren_land_base","forest_deciduous_base","forest_evergreen_base","forest_mixed_base","shrub_scrub_base","grassland_base","pasture_base","cropland_base","wetlands_woody_base","wetlands_herb_base","developed_high_base","developed_lower_base","developed_upper_base","pasture_crop_base","developed_total_base","forest_total_base","wetlands_total_base","water_open_diff","developed_open_diff","developed_low_diff","developed_med_diff","developed_high_diff","barren_land_diff","forest_deciduous_diff","forest_evergreen_diff","forest_mixed_diff","shrub_scrub_diff","grassland_diff","pasture_diff","cropland_diff","wetlands_woody_diff","wetlands_herb_diff","developed_lower_diff","developed_upper_diff","pasture_crop_diff","developed_total_diff","forest_total_diff","wetlands_total_diff","pa_percent","tmax_38yr","tmax_diff","tmin_38yr","tmin_diff","prcp_38yr","prcp_diff","lon","lat","sr_Atlas1","sr_Atlas2","sr_Diff","grass_pasture_crop_base","grass_pasture_crop_diff"
"4208872CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",18.8435525095958,9.41878577497405,12.9170389355895,2.81460484642726,0,9.73083401588514,0,0.0874040720527857,0,0.029961457592019,3.18644982861475,31.1500888774657,9.10844844030682,2.5798250448941,0.133006196602065,22.3358247105635,2.94761104302933,34.3365387060805,25.2834357535928,9.81823808793792,11.6882734852009,-0.194624270296789,-0.432547639769236,1.16920099140294,1.11205165574276,0.0608028327323727,0,-0.24019824406685,0,0,0,-0.00976269494428829,1.02662999814194,-2.52251111471331,-0.161772737803703,0.192731223574167,0.736653351633699,1.17285448847513,-1.49588111657137,1.90950784010883,-0.24019824406685,0.0309584857704639,2.46984538614986,24.8562926242226,-0.183251631887337,13.3501684038263,-0.401010061565199,101.973527306005,7.75338082564504,637053.662767229,2228059.85453733,60,80,20,34.3665001636725,-1.50564381151566
"4208873CE",0,1,"Colonization","Red-bellied Woodpecker","RBWO",0.421850556691763,2.03731346702838,3.22266045219338,0.250830060735643,0.334440080980857,6.8837648275062,0.00380045546569156,0.395247368431922,0.00380045546569156,0.0532063765196819,3.29539572585709,62.6428774274491,9.24546067507362,11.209352070601,0,5.25997391922176,0.250830060735643,65.9382731533062,5.5108039799574,7.28281265140382,20.4548127456746,0.349641902843624,-0.126460178618109,0.587632799419569,0.117814119436438,0.0152018218627662,0.551066042525276,-0.0715504776660829,0,0.0114013663970747,0,0.0114013663970747,0.982764662138474,-2.32638927928758,0.275223558430643,-0.377747703879166,0.46117262080146,0.133015941299205,-1.3436246171491,0.594188562100666,-0.0601491112690082,-0.10252414544852,9.136822269907,25.0988709299188,-0.259039828651829,13.2382084193983,-0.424549905877365,102.92155115228,9.2657490780479,626923.918499106,2227228.57971894,46,85,39,65.9914795298259,-1.33222325075203
"4208874NW",1,1,"Persistence","Red-bellied Woodpecker","RBWO",4.77787841792641,8.29101380498927,7.77931488714761,0.238323234209139,0.0380336475035786,17.6040762957927,0.948758969111457,1.68167848422484,0,0.092478618708729,28.4573683926488,13.4677543001756,8.64691876544034,7.97640218212153,0,16.0703286921369,0.238323234209139,41.9251226928244,16.308651926346,20.234513749129,16.6233209475619,-0.429310424574663,1.73315787176602,2.7174398027262,0.177469398203413,0,-0.0152134590014314,0.216891325734359,-0.359405927606967,0.0201524006264542,-0.000298238065847345,0.0444428399964091,1.58752276342847,-5.85624893542367,-0.201095356684192,0.364495938875447,4.45059767449222,0.177469398203413,-4.2687261719952,4.62806707269563,-0.122362201246155,0.163400582191255,26.1480018477576,25.3439772254542,-0.349859639217978,13.0849998875668,-0.174444901315789,106.180565482692,8.94875817549855,611358.695242526,2230647.82491079,92,120,28,42.0176013115331,-4.22428333199879
"4208882CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",2.53642196009759,17.2802562954107,23.3392305073125,4.84620566116006,5.35373821081551,13.0973379795091,0.0210293766165079,0.504552992618694,0.00761555933259674,0.125656728987846,11.0497187216889,13.1373807777667,6.2006797367764,2.32882540692348,0.171350084983427,40.6194868027232,5.01755574614348,24.1870994994556,45.6370425488667,13.6229203487443,8.52950514369987,0.334896814610653,-0.117783129149199,4.5076621177878,1.55962304234756,0.0533089153281772,0.182773423982322,-1.61381473436061,0,0.0161244676071364,-0.0418855763292821,-0.0456933559955805,3.43545219986407,-8.25078271801542,-0.0124720037236052,-0.00740946395402187,4.3898789886386,1.61293195767573,-4.81533051815134,6.00281094631434,-1.59769026675347,-0.0198814676776262,5.46900165390541,24.8124647140503,-0.116744693956875,13.0869608929283,-0.259282262701737,105.838590320788,7.05831547787315,635902.219817064,2241978.79577077,66,76,10,24.3127562284434,-4.86102387414692
"4208884CE",0,1,"Colonization","Red-bellied Woodpecker","RBWO",0.677611917258999,19.9090208062769,14.7428042570217,1.95380005057938,2.24350706772305,12.8865373577723,1.03303896070278,1.20236417444802,0.0228498954525293,0.14090768862393,18.9152359132588,20.9899583396598,2.95281600724868,2.02869060718155,0.300856956791635,34.6518250632987,2.25465700737101,39.9051942529185,36.9064820706697,15.1219404929231,4.98150661443023,0.00881992157462935,6.02732901393946,4.63452083249432,0.785294964252681,0.133291056806421,1.18225775625914,-0.230657222872232,-0.00380831590875474,0.0152332636350194,-0.0266582113612841,-0.060933054540078,-2.80624989771546,-9.85485734198909,0.0342748431787938,0.162142392246432,10.6618498464338,0.918586021059101,-12.6611072397045,11.5804358674929,-0.219232275145966,0.196417235425226,4.17784971653422,25.137353545741,-0.31395731474224,12.8831392840335,-0.185401966697292,107.988239991037,9.15676779496043,615678.266508168,2240332.55161444,73,99,26,40.0461019415424,-12.7220402942446
"4208885CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",1.53934658082429,3.66765313269186,2.78086580673064,0.33134425855143,0,7.89348041541474,0.270407383415535,1.05611927422808,0,0.0114256640879803,11.5125729104199,44.0211405143582,18.9068243781855,8.00120257169989,0.00761710939198689,6.4485189394225,0.338961367943417,55.5337134247781,6.78748030736592,9.22000707305836,26.9080269498853,-0.639837188926899,-0.181243338206382,0.694795780343226,0.12187375027179,0.00761710939198689,0,0.161903559349025,-0.0152342187839737,-0.184908165746676,0,-0.00380855469599345,2.97397326963882,-3.92642657315715,-0.449141596909396,1.44043616743162,0.513552442136844,0.129490859663777,-0.952453303518325,0.643043301800621,-0.0382388251816259,0.991294570522225,3.38016132008947,25.3652817575555,-0.278512653551605,13.1248327054475,0.0373668670654297,106.698356427644,9.49045241506477,605564.683353587,2239529.38186408,79,92,13,55.5451390888661,-0.956261858214319
"4208887CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.379510447432471,3.0827870391777,4.41629256556966,0.449458931515978,0.217111517766193,6.26978204997564,0.151619176568195,0.597105423646641,0,0,10.1851283603772,60.3006419791769,9.41490046169224,4.48233641115859,0.0533256359425737,7.49907960474736,0.502784567458552,70.4857703395541,8.00186417220591,7.01850665019048,13.8972368728508,0.160140629961531,-0.0855628774262271,0.7099292147363,0.137123063852332,0.0114269219876944,0.0990333238933512,0.0228538439753887,0.00761794799179624,0.0495166619466756,0,0,1.18360150953214,-1.515028583836,-0.383208227161079,-0.397443429453905,0.624366337310072,0.148549985840027,-0.331427074303861,0.772916323150098,0.0799884539138604,-0.780651656614983,1.24333496078829,25.6512990750765,-0.193786721480521,13.385824956392,0.458257875944438,107.520511928358,10.6718507064016,585334.39148738,2237962.95383953,82,91,9,70.4857703395541,-0.331427074303861
"4208888CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.248116014551795,2.75013232894111,3.74036290985133,0.647683319010512,0.106656321094754,11.8756716628431,0.860868877407658,0.577912183477984,0,0.00380915432481265,7.01450982251374,60.7380504004716,5.07258287350442,6.35881523170159,0.00482890030564224,6.49049523879244,0.652512219316154,67.7525602229853,7.1430074581086,13.3144527237287,11.431398105206,0.0322578423132902,-0.420012013387069,0.587327616223441,0.495213313558734,0.0114274629744379,0.182839407591007,-0.103639153592852,-0.0533281605473771,0.00205006048626355,-0.00380915432481265,0.0148437401137176,0.365463091191594,-1.17542035704963,0.0266640802736884,0.0381222241755701,0.167315602836371,0.506640776533172,-0.809957265858031,0.673956379369543,-0.154917253653968,0.0647863044492585,0.98362817880894,25.6212818246139,-0.188356198762595,13.2856530390288,0.557100948534513,110.093328074405,12.2363214994732,575217.717791111,2237199.69832888,72,97,25,67.7563693773101,-0.795113525744313
"4208888SE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",47.3325466358402,2.17012591356284,2.49035999729742,0.549170109116341,0,1.98800205119069,0.0342595416609837,0.0710238455255964,0,0.0342595416609837,3.34586423041966,9.36563414660054,11.6308513841696,20.9706900290313,0.0172125739237628,4.66048591086026,0.566382683040104,12.7114983770202,5.22686859390037,2.09328543837727,32.601541413201,0.129424935163719,-0.337049020169694,0.295811098835041,0.702640266628868,0.0152264629604372,-0.0304529259208744,-0.0127217007568083,-0.00380661574010931,0.0051084692765897,0,0.0609058518417489,0.398243184432626,-1.09009845564771,0.220783712926339,-0.354015263830167,-0.0412379213346536,0.717866729589305,-0.691855271215088,0.676628808254652,-0.0114198472203277,-0.13323155090383,14.2447914704431,25.7776791421991,-0.175102836207341,13.4408633834437,0.554789743925397,107.251846112703,13.5970181916889,575564.882831392,2232557.45699337,81,114,33,12.7457579186812,-0.630949419373339
"4208958CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0,4.04014821192628,3.44572004006717,0.617831647822626,0.162851599369607,12.2092221528593,0,0.0151489859878705,0,0,19.0560759098102,58.8123462525583,1.49295258621696,0.0908939159272227,0.0568086974545142,7.48586825199345,0.67464034527714,77.8684221623684,8.16050859727059,12.2243711388472,1.58384650214419,0,0.18782899690611,0.175702956746207,0.0454469579636113,0.00757449299393523,0.0757449299393523,-0.386414010562904,0,0,0,0,-8.04872648990561,7.92769317993142,-0.0530214509575466,0.068170436945417,0.363531953652317,0.0530214509575465,-0.12103330997418,0.416553404609864,-0.386414010562904,0.0151489859878704,0,25.9278787311755,0.215129450747842,13.3827094278837,0.543855516534103,114.859989868967,9.74395852339894,496935.31254782,2189751.85165864,62,79,17,77.8684221623684,-0.12103330997418
"4208961CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",3.69240480165654,14.4034470224059,33.8987515882597,27.7998313196086,1.54813042459499,4.20283109973532,0.0531183114470448,0.00379416510336034,0,0.53835804295338,0.920080148544065,4.37080855992218,0.990015548529503,0.16830180896734,7.410127158272,48.3021986106656,35.2099584778806,5.29088870846624,83.5121570885463,4.25974357628572,1.15831735749684,0.0541078655659519,-1.00079307311086,0.490975174498395,1.16941764135377,0.25161501839987,-0.865069643566158,-0.200720830136208,0,0,0,0.132599958956386,0.302317608089502,-0.329372522193273,-0.00758833020672067,0.00251113234934966,-0.509817898612468,1.42103265975364,-0.027054914103771,0.911214761141181,-0.200720830136208,-0.00507719785737115,9.0960296028066,25.7995846396998,-0.205739071494651,13.3679255435341,0.490510237844367,109.31453704834,13.1323619641756,567146.717403923,2208589.27742822,63,106,43,5.82924675141962,0.105545044852615
"4208964CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.780407571459469,3.52586098811138,2.47153042074486,0.520233728676126,0.0720961136767415,4.82876839799993,0,0.0189726614938793,0,0.00758906459755173,3.09070378455821,74.9926306213529,5.81156583215634,3.85411836636501,0.0255224488075564,5.99739140885624,0.545756177483683,78.0833344059111,6.54314758633993,4.84774105949381,9.66568419852136,0.0659762626880729,-0.0593733078241501,0.364795777905095,0.0333783559243361,0.0151781291951035,0.0810764957315848,-0.261822728615535,-0.00379453229877587,0,0,-0.00379453229877587,1.9636347315156,-2.42361308686905,-0.0651834814562759,0.293541916402777,0.305422470080946,0.0485564851194396,-0.459978355353471,0.353978955200386,-0.265617260914311,0.228358434946502,0.629639267020648,25.893684638174,0.127686651129469,13.3570213568838,0.649665581552606,110.070187618858,9.02695023386103,536677.961947193,2206411.43126982,83,94,11,78.0909234705087,-0.463772887652247
"4208965CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0,4.55496881187721,1.42996786158241,0.333299851317876,0.121427697987777,8.95846659144561,0.0227676933727082,0.119780527175588,0,0,10.8865366511712,73.4968920028272,0.00758923112423608,0,0.0683030801181247,5.98493667345963,0.401602931436,84.3834286539985,6.38653960489563,9.10101481199391,0.00758923112423608,0,-0.00288747301454251,0.33943298910941,0.268791386761869,0.0683030801181247,0.0189730778105902,-0.0455353867454171,0,0.0151784622484721,0,0,-0.296992360751933,-0.365263775536576,0,0,0.336545516094868,0.337094466879994,-0.662256136288505,0.673639982974862,-0.0303569244969442,0,0,25.6672322624608,0.260263643766702,13.2354704455325,0.651311723809494,114.733468407079,6.27257678383275,526519.829700377,2205712.20232823,75,81,6,84.3834286539985,-0.662256136288505
"4208966CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.0151787167462771,2.47350722697715,1.07552710471569,0.154385354718491,0.239064788753864,5.30194260563609,0.10625101722394,0.125224413156786,0,0.250801528800287,49.017541396107,41.0389696421443,0.113840375597078,0.0877658294230468,0,3.54903433169284,0.154385354718491,90.0565110382513,3.70341968641133,5.53341803601682,0.201606205020125,0,-0.24652670221569,0.608502636113438,0.101951365236755,0.00379467918656928,-0.00379467918656928,0.0802728866535629,-0.0872776212910934,-0.00758935837313857,0,0.189733959328464,-21.2764802088087,20.6255562395167,0,0.011856803839682,0.361975933897748,0.105746044423324,-0.650923969291995,0.467721978321072,-0.0145940930106692,0.011856803839682,0,25.5682208412572,0.335745962042555,13.1886990446793,0.652542465611507,116.315398667988,5.55058148032741,516360.786520243,2205026.3352381,60,72,12,90.3073125670516,-0.461190009963531
"4208967CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.0227683392330864,2.66040558518801,1.4044802114866,0.0979881173913388,0,18.9686956245586,0,0.0227683392330864,0,0,44.3039912041743,32.3568910684437,0.00758944641102881,0.154422063880222,0,4.06488579667461,0.0979881173913388,76.660882272618,4.16287391406594,18.9914639637917,0.162011510291251,0.0037947232055144,0.170682843194361,0.121431142576461,0.0258883764865651,0,0,-0.0633930586321227,0,0,0,0,-20.4140680952574,20.1594587916321,0,-0.00379472320551441,0.292113985770821,0.0258883764865651,-0.254609303625273,0.318002362257386,-0.0633930586321227,-0.00379472320551441,0,25.5771014564916,0.319386733205693,13.1836336537411,0.639346674868934,117.194119202463,5.10797420300936,506200.849980494,2204353.83122589,84,79,-5,76.660882272618,-0.254609303625273
"4208971CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",6.18432691138719,8.48419456070466,8.55357525832188,1.57642913212453,0.729929458296051,22.4035010480802,0.627283128223169,0.564563827563217,0,0.10670396407906,8.51956828656792,38.7019606346267,2.70851294573731,0.793830253144655,0.0456205911435032,17.0377698190265,1.62204972326804,47.2215289211946,18.6598195422946,23.5953480038666,3.50234319888197,-0.0811972703439832,0.380029593253207,1.54136990926721,0.34414247042428,0.0152068637145011,-0.0228102955717516,-0.143966494197006,-0.00760343185725054,-0.00380171592862533,0.00380171592862527,0.0294327099492376,-3.83337580532043,1.79017689846785,-0.0532240230007539,0.0418188752148779,1.92139950252042,0.359349334138781,-2.04319890685258,2.2807488366592,-0.155371641982882,-0.0114051477858763,0.0939163915953036,25.7220461494044,-0.188107641119704,13.2892858103702,0.583658017610249,110.665499837775,15.4762256019994,566123.288873779,2222520.79746941,62,92,30,47.3282328852737,-2.01376619690334
"4208972CE",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.814383455322807,3.36719367605996,2.59487988062264,0.349971206411574,0.0456222906828911,9.19620060446395,0.539195720391462,0.700586605294201,0,0,4.619617358622,68.5652227894841,4.23594304859107,4.95977779138263,0.0114055726707228,5.9620735566826,0.361376779082296,73.1848401481061,6.3234503357649,10.4359829301496,9.19572083997371,0.0176371729761953,-0.0969446097356608,0.189892566669304,0.156316243285226,0.00788294848961832,0.00760371511381518,-0.0228111453414463,0,0.0114055726707228,0,0,-0.957403486949195,0.7333731090594,-0.0555323584483949,0.00858027221040469,0.0929479569336422,0.164199191774844,-0.22403037788979,0.257147148708487,-0.0114055726707232,-0.0469520862379902,0.0252546780331304,25.7313645513434,-0.0993850105687208,13.2497835661236,0.678616774709601,111.284889321578,15.1538200378418,555986.32025717,2221782.82423603,63,94,31,73.1848401481061,-0.22403037788979
"4208974NW",1,1,"Persistence","Red-bellied Woodpecker","RBWO",0.00760930758661218,2.93135556953741,0.884596632877686,0.133036456362441,0.00380465379330609,18.480631169782,0.668340941284633,0.298011397223479,0,0,17.8166133760799,39.282700616839,5.50185818806218,13.9838323829848,0.00760930758661218,3.8159522024151,0.140645763949053,57.0993139929189,3.95659796636415,19.4469835082901,19.485690571047,0.00853953607054516,0.0455911110543892,0.216865266218447,0.0494604993129792,0,0,0.257855259328849,-0.194037343458611,-0.0228279227598366,0,0.0228279227598366,2.1333994498749,-2.71063881813464,-0.0038046537933063,0.19676969352645,0.262456377272836,0.0494604993129792,-0.57723936825974,0.311916876585816,0.0409899931104007,0.192965039733142,41.7984697772114,25.6197380768625,0.150856319226719,13.1252687855771,0.758910128944798,114.172556224622,9.01798890766344,530320.007122561,2224641.02521454,105,111,6,57.0993139929189,-0.554411445499903
